,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,education_level,environmental_satiscation,job_involvement_label,job_satisfaction_label,performance_rating_label,relationship_satisfaction_label,work_life_balance_label
255,25,No,Travel_Rarely,685,Research & Development,1,Life Sciences,350,Female,62,2,Manufacturing Director,Married,4898,7505,0,No,12,80,2,5,3,4,2,1,2,Bachelor,Low,High,High,Excellent,Very High,Better
256,42,No,Travel_Rarely,269,Research & Development,2,Medical,351,Female,56,1,Laboratory Technician,Divorced,2593,8007,0,Yes,11,80,1,10,4,9,6,7,8,Bachelor,Very High,Medium,Low,Excellent,High,Better
257,40,No,Travel_Rarely,1416,Research & Development,2,Medical,352,Male,49,5,Research Director,Divorced,19436,5949,0,No,19,80,1,22,5,21,7,3,9,College,Low,High,High,Excellent,Very High,Better
258,51,No,Travel_Rarely,833,Research & Development,1,Life Sciences,353,Male,96,1,Research Scientist,Married,2723,23231,1,No,11,80,0,1,0,1,0,0,0,Bachelor,High,High,Very High,Excellent,Medium,Good
259,31,Yes,Travel_Frequently,307,Research & Development,29,Medical,355,Male,71,1,Laboratory Technician,Single,3479,11652,0,No,11,80,0,6,2,5,4,1,4,College,High,Medium,Medium,Excellent,Medium,Best
260,32,No,Travel_Frequently,1311,Research & Development,7,Life Sciences,359,Male,100,1,Laboratory Technician,Married,2794,26062,1,No,20,80,0,5,3,5,1,0,3,Bachelor,Medium,Very High,Medium,Outstanding,High,Bad
261,38,No,Non-Travel,1327,Sales,2,Life Sciences,361,Male,39,2,Sales Executive,Married,5249,19682,3,No,18,80,1,13,0,8,7,7,5,College,Very High,Medium,Very High,Excellent,Very High,Better
262,32,No,Travel_Rarely,128,Research & Development,2,Technical Degree,362,Male,84,2,Laboratory Technician,Single,2176,19737,4,No,13,80,0,9,5,6,2,0,4,Below College,Very High,Medium,Low,Excellent,Very High,Better
263,46,No,Travel_Rarely,488,Sales,2,Technical Degree,363,Female,75,4,Manager,Married,16872,14977,3,Yes,12,80,1,28,2,7,7,7,7,Bachelor,High,Low,Medium,Excellent,Medium,Good
264,28,Yes,Travel_Rarely,529,Research & Development,2,Life Sciences,364,Male,79,1,Laboratory Technician,Single,3485,14935,2,No,11,80,0,5,5,0,0,0,0,Master,Low,High,High,Excellent,High,Bad
265,29,No,Travel_Rarely,1210,Sales,2,Medical,366,Male,78,2,Sales Executive,Married,6644,3687,2,No,19,80,2,10,2,0,0,0,0,Bachelor,Low,Medium,Medium,Excellent,Medium,Better
266,31,No,Travel_Rarely,1463,Research & Development,23,Medical,367,Male,64,2,Healthcare Representative,Married,5582,14408,0,No,21,80,1,10,2,9,0,7,8,Bachelor,Medium,Medium,Very High,Outstanding,Medium,Better
267,25,No,Non-Travel,675,Research & Development,5,Life Sciences,369,Male,85,2,Healthcare Representative,Divorced,4000,18384,1,No,12,80,2,6,2,6,3,1,5,College,Medium,Very High,Low,Excellent,Very High,Better
268,45,No,Travel_Rarely,1385,Research & Development,20,Medical,372,Male,79,4,Healthcare Representative,Married,13496,7501,0,Yes,14,80,0,21,2,20,7,4,10,College,High,High,Very High,Excellent,Medium,Better
269,36,No,Travel_Rarely,1403,Research & Development,6,Life Sciences,373,Male,47,1,Laboratory Technician,Married,3210,20251,0,No,11,80,1,16,4,15,13,10,11,Bachelor,Very High,High,Very High,Excellent,High,Better
270,55,No,Travel_Rarely,452,Research & Development,1,Medical,374,Male,81,5,Manager,Single,19045,18938,0,Yes,14,80,0,37,2,36,10,4,13,Bachelor,Very High,High,Low,Excellent,High,Better
271,47,Yes,Non-Travel,666,Research & Development,29,Life Sciences,376,Male,88,3,Manager,Married,11849,10268,1,Yes,12,80,1,10,2,10,7,9,9,Master,Low,High,Medium,Excellent,Very High,Good
272,28,No,Travel_Rarely,1158,Research & Development,9,Medical,377,Male,94,1,Research Scientist,Married,2070,2613,1,No,23,80,1,5,3,5,2,0,4,Bachelor,Very High,High,Very High,Outstanding,Very High,Good
273,37,No,Travel_Rarely,228,Sales,6,Medical,378,Male,98,2,Sales Executive,Married,6502,22825,4,No,14,80,1,7,5,5,4,0,1,Master,High,High,Very High,Excellent,Medium,Best
274,21,No,Travel_Rarely,996,Research & Development,3,Medical,379,Male,100,1,Research Scientist,Single,3230,10531,1,No,17,80,0,3,4,3,2,1,0,College,Very High,Medium,High,Excellent,Low,Best
275,37,No,Non-Travel,728,Research & Development,1,Medical,380,Female,80,3,Research Director,Divorced,13603,11677,2,Yes,18,80,2,15,2,5,2,0,2,Master,Low,High,Very High,Excellent,Low,Better
276,35,No,Travel_Rarely,1315,Research & Development,22,Life Sciences,381,Female,71,3,Manager,Divorced,11996,19100,7,No,18,80,1,10,6,7,7,6,2,Bachelor,Medium,Very High,Medium,Excellent,Medium,Good
277,38,No,Travel_Rarely,322,Sales,7,Medical,382,Female,44,2,Sales Executive,Divorced,5605,19191,1,Yes,24,80,1,8,3,8,0,7,7,College,Low,Very High,Low,Outstanding,High,Better
278,26,No,Travel_Frequently,1479,Research & Development,1,Life Sciences,384,Female,84,2,Manufacturing Director,Divorced,6397,26767,1,No,20,80,1,6,6,6,5,1,4,Bachelor,High,High,Medium,Outstanding,Low,Bad
279,50,No,Travel_Rarely,797,Research & Development,4,Life Sciences,385,Male,96,5,Research Director,Divorced,19144,15815,3,No,14,80,2,28,4,10,4,1,6,Below College,Low,High,Medium,Excellent,Low,Good
280,53,No,Travel_Rarely,1070,Research & Development,3,Medical,386,Male,45,4,Research Director,Married,17584,21016,3,Yes,16,80,3,21,5,5,3,1,3,Master,High,High,High,Excellent,Very High,Good
281,42,No,Travel_Rarely,635,Sales,1,Life Sciences,387,Male,99,2,Sales Executive,Married,4907,24532,1,No,25,80,0,20,3,20,16,11,6,Below College,Medium,High,High,Outstanding,High,Better
282,29,No,Travel_Frequently,442,Sales,2,Life Sciences,388,Male,44,2,Sales Executive,Single,4554,20260,1,No,18,80,0,10,3,10,7,0,9,College,Medium,High,Very High,Excellent,Low,Good
283,55,No,Travel_Rarely,147,Research & Development,20,Technical Degree,389,Male,37,2,Laboratory Technician,Married,5415,15972,3,Yes,19,80,1,12,4,10,7,0,8,College,Medium,High,Very High,Excellent,Very High,Better
284,26,No,Travel_Frequently,496,Research & Development,11,Medical,390,Male,60,2,Healthcare Representative,Married,4741,22722,1,Yes,13,80,1,5,3,5,3,3,3,College,Low,High,Low,Excellent,High,Better
285,37,No,Travel_Rarely,1372,Research & Development,1,Life Sciences,391,Female,42,1,Research Scientist,Single,2115,15881,1,No,12,80,0,17,3,17,12,5,7,Bachelor,Very High,High,Very High,Excellent,Medium,Better
286,44,Yes,Travel_Frequently,920,Research & Development,24,Life Sciences,392,Male,43,1,Laboratory Technician,Divorced,3161,19920,3,Yes,22,80,1,19,0,1,0,0,0,Bachelor,Very High,High,High,Outstanding,Very High,Bad
287,38,No,Travel_Rarely,688,Research & Development,23,Life Sciences,393,Male,82,2,Healthcare Representative,Divorced,5745,18899,9,No,14,80,1,10,2,2,2,1,2,Master,Very High,High,Very High,Excellent,Medium,Better
288,26,Yes,Travel_Rarely,1449,Research & Development,16,Medical,394,Male,45,1,Laboratory Technician,Divorced,2373,14180,2,Yes,13,80,1,5,2,3,2,0,2,Master,Low,High,Medium,Excellent,Very High,Better
289,28,No,Travel_Rarely,1117,Research & Development,8,Life Sciences,395,Female,66,1,Research Scientist,Single,3310,4488,1,No,21,80,0,5,3,5,3,0,2,College,Very High,High,Very High,Outstanding,Very High,Better
290,49,No,Travel_Frequently,636,Research & Development,10,Life Sciences,396,Female,35,5,Research Director,Single,18665,25594,9,Yes,11,80,0,22,4,3,2,1,2,Master,High,High,Low,Excellent,Very High,Better
291,36,No,Travel_Rarely,506,Research & Development,3,Technical Degree,397,Male,30,2,Research Scientist,Single,4485,26285,4,No,12,80,0,10,2,8,0,7,7,Bachelor,High,High,Medium,Excellent,Very High,Better
292,31,No,Travel_Frequently,444,Sales,5,Marketing,399,Female,84,1,Sales Representative,Divorced,2789,3909,1,No,11,80,1,2,5,2,2,2,2,Bachelor,Very High,High,Medium,Excellent,High,Good
293,26,Yes,Travel_Rarely,950,Sales,4,Marketing,401,Male,48,2,Sales Executive,Single,5828,8450,1,Yes,12,80,0,8,0,8,7,7,4,Master,Very High,Medium,Very High,Excellent,Medium,Better
294,37,No,Travel_Frequently,889,Research & Development,9,Medical,403,Male,53,1,Research Scientist,Married,2326,11411,1,Yes,12,80,3,4,3,4,2,1,2,Bachelor,Medium,High,Very High,Excellent,High,Good
295,42,No,Travel_Frequently,555,Sales,26,Marketing,404,Female,77,4,Sales Executive,Married,13525,14864,5,No,14,80,1,23,2,20,4,4,8,Bachelor,High,High,Medium,Excellent,Very High,Best
296,18,Yes,Travel_Rarely,230,Research & Development,3,Life Sciences,405,Male,54,1,Laboratory Technician,Single,1420,25233,1,No,13,80,0,0,2,0,0,0,0,Bachelor,High,High,High,Excellent,High,Better
297,35,No,Travel_Rarely,1232,Sales,16,Marketing,406,Male,96,3,Sales Executive,Married,8020,5100,0,No,15,80,2,12,3,11,9,6,9,Bachelor,High,High,Medium,Excellent,High,Good
298,36,No,Travel_Frequently,566,Research & Development,18,Life Sciences,407,Male,81,1,Laboratory Technician,Married,3688,7122,4,No,18,80,2,4,2,1,0,0,0,Master,High,Very High,Very High,Excellent,Very High,Better
299,51,No,Travel_Rarely,1302,Research & Development,2,Medical,408,Male,84,2,Manufacturing Director,Divorced,5482,16321,5,No,18,80,1,13,3,4,1,1,2,Bachelor,Very High,Low,Medium,Excellent,Very High,Better
300,41,No,Travel_Rarely,334,Sales,2,Life Sciences,410,Male,88,4,Manager,Single,16015,15896,1,No,19,80,0,22,2,22,10,0,4,Master,Very High,High,Medium,Excellent,Medium,Better
301,18,No,Travel_Rarely,812,Sales,10,Medical,411,Female,69,1,Sales Representative,Single,1200,9724,1,No,12,80,0,0,2,0,0,0,0,Bachelor,Very High,Medium,High,Excellent,Low,Better
302,28,No,Travel_Rarely,1476,Research & Development,16,Medical,412,Male,68,2,Healthcare Representative,Single,5661,4824,0,No,19,80,0,9,2,8,3,0,7,College,Medium,Very High,Low,Excellent,High,Better
303,31,No,Travel_Rarely,218,Sales,7,Technical Degree,416,Male,100,2,Sales Executive,Married,6929,12241,4,No,11,80,1,10,3,8,7,7,7,Bachelor,Medium,Very High,Very High,Excellent,Medium,Good
304,39,No,Travel_Rarely,1132,Research & Development,1,Medical,417,Male,48,3,Healthcare Representative,Divorced,9613,10942,0,No,17,80,3,19,5,18,10,3,7,Bachelor,High,Very High,Very High,Excellent,Low,Good
305,36,No,Non-Travel,1105,Research & Development,24,Life Sciences,419,Female,47,2,Laboratory Technician,Married,5674,6927,7,No,15,80,1,11,3,9,8,0,8,Master,Medium,High,Medium,Excellent,High,Better
306,32,No,Travel_Rarely,906,Sales,7,Life Sciences,420,Male,91,2,Sales Executive,Married,5484,16985,1,No,14,80,1,13,3,13,8,4,8,Bachelor,Very High,Medium,High,Excellent,High,Good
307,38,No,Travel_Rarely,849,Research & Development,25,Life Sciences,421,Female,81,3,Research Director,Married,12061,26707,3,No,17,80,1,19,2,10,8,0,1,College,Low,Medium,Medium,Excellent,High,Better
308,58,No,Non-Travel,390,Research & Development,1,Life Sciences,422,Male,32,2,Healthcare Representative,Divorced,5660,17056,2,Yes,13,80,1,12,2,5,3,1,2,Master,Very High,Low,High,Excellent,Very High,Better
309,31,No,Travel_Rarely,691,Research & Development,5,Technical Degree,423,Male,86,1,Research Scientist,Married,4821,10077,0,Yes,12,80,1,6,4,5,2,0,3,Master,High,High,Very High,Excellent,High,Better
310,31,No,Travel_Rarely,106,Human Resources,2,Human Resources,424,Male,62,2,Human Resources,Married,6410,17822,3,No,12,80,0,9,1,2,2,1,0,Bachelor,Low,Medium,Low,Excellent,Very High,Better
311,45,No,Travel_Frequently,1249,Research & Development,7,Life Sciences,425,Male,97,3,Laboratory Technician,Divorced,5210,20308,1,No,18,80,1,24,2,24,9,9,11,Bachelor,Low,High,Low,Excellent,Low,Better
312,31,No,Travel_Rarely,192,Research & Development,2,Life Sciences,426,Male,32,1,Research Scientist,Divorced,2695,7747,0,Yes,18,80,1,3,2,2,2,2,2,Master,High,High,Very High,Excellent,Medium,Bad
313,33,No,Travel_Frequently,553,Research & Development,5,Life Sciences,428,Female,74,3,Manager,Married,11878,23364,6,No,11,80,2,12,2,10,6,8,8,Master,Very High,High,Medium,Excellent,Medium,Better
314,39,No,Travel_Rarely,117,Research & Development,10,Medical,429,Male,99,4,Manager,Married,17068,5355,1,Yes,14,80,0,21,3,21,9,11,10,Below College,High,High,Low,Excellent,Very High,Better
315,43,No,Travel_Frequently,185,Research & Development,10,Life Sciences,430,Female,33,1,Laboratory Technician,Single,2455,10675,0,No,19,80,0,9,5,8,7,1,7,Master,High,High,Very High,Excellent,Low,Better
316,49,No,Travel_Rarely,1091,Research & Development,1,Technical Degree,431,Female,90,4,Healthcare Representative,Single,13964,17810,7,Yes,12,80,0,25,2,7,1,0,7,College,High,Medium,High,Excellent,Very High,Better
317,52,Yes,Travel_Rarely,723,Research & Development,8,Medical,433,Male,85,2,Research Scientist,Married,4941,17747,2,No,15,80,0,11,3,8,2,7,7,Master,High,Medium,Medium,Excellent,Low,Good
318,27,No,Travel_Rarely,1220,Research & Development,5,Life Sciences,434,Female,85,1,Research Scientist,Single,2478,20938,1,Yes,12,80,0,4,2,4,3,1,2,Bachelor,High,High,Medium,Excellent,Medium,Good
319,32,No,Travel_Rarely,588,Sales,8,Technical Degree,436,Female,65,2,Sales Executive,Married,5228,24624,1,Yes,11,80,0,13,2,13,12,11,9,College,High,Medium,Medium,Excellent,Very High,Better
320,27,No,Travel_Rarely,1377,Sales,2,Life Sciences,437,Male,74,2,Sales Executive,Single,4478,5242,1,Yes,11,80,0,5,3,5,4,0,4,Bachelor,Very High,High,High,Excellent,Low,Better
321,31,No,Travel_Rarely,691,Sales,7,Marketing,438,Male,73,2,Sales Executive,Divorced,7547,7143,4,No,12,80,3,13,3,7,7,1,7,Bachelor,Very High,High,Very High,Excellent,Very High,Better
322,32,No,Travel_Rarely,1018,Research & Development,2,Medical,439,Female,74,2,Research Scientist,Single,5055,10557,7,No,16,80,0,10,0,7,7,0,7,Master,Low,Very High,Very High,Excellent,High,Good
323,28,Yes,Travel_Rarely,1157,Research & Development,2,Medical,440,Male,84,1,Research Scientist,Married,3464,24737,5,Yes,13,80,0,5,4,3,2,2,2,Master,Low,Low,Very High,Excellent,Very High,Good
324,30,No,Travel_Rarely,1275,Research & Development,28,Medical,441,Female,64,2,Research Scientist,Married,5775,11934,1,No,13,80,2,11,2,10,8,1,9,College,Very High,High,Very High,Excellent,Very High,Better
325,31,No,Travel_Frequently,798,Research & Development,7,Life Sciences,442,Female,48,3,Manufacturing Director,Married,8943,14034,1,No,24,80,1,10,2,10,9,8,9,College,High,Medium,High,Outstanding,Low,Better
326,39,No,Travel_Frequently,672,Research & Development,7,Medical,444,Male,54,5,Manager,Married,19272,21141,1,No,15,80,1,21,2,21,9,13,3,College,High,Medium,Very High,Excellent,Low,Better
327,39,Yes,Travel_Rarely,1162,Sales,3,Medical,445,Female,41,2,Sales Executive,Married,5238,17778,4,Yes,18,80,0,12,3,1,0,0,0,College,Very High,High,High,Excellent,Low,Good
328,33,No,Travel_Frequently,508,Sales,10,Marketing,446,Male,46,2,Sales Executive,Single,4682,4317,3,No,14,80,0,9,6,7,7,0,1,Bachelor,Medium,Medium,Very High,Excellent,High,Good
329,47,No,Travel_Rarely,1482,Research & Development,5,Life Sciences,447,Male,42,5,Research Director,Married,18300,16375,4,No,11,80,1,21,2,3,2,1,1,Doctor,Very High,High,High,Excellent,Medium,Better
330,43,No,Travel_Frequently,559,Research & Development,10,Life Sciences,448,Female,82,2,Laboratory Technician,Divorced,5257,6227,1,No,11,80,1,9,3,9,7,0,0,Master,High,Medium,High,Excellent,Medium,Best
331,27,No,Non-Travel,210,Sales,1,Marketing,449,Male,73,2,Sales Executive,Married,6349,22107,0,Yes,13,80,1,6,0,5,4,1,4,Below College,High,High,Medium,Excellent,Very High,Better
332,54,No,Travel_Frequently,928,Research & Development,20,Life Sciences,450,Female,31,2,Research Scientist,Single,4869,16885,3,No,12,80,0,20,4,4,3,0,3,Master,Very High,High,High,Excellent,Very High,Good
333,43,No,Travel_Rarely,1001,Research & Development,7,Life Sciences,451,Female,43,3,Healthcare Representative,Married,9985,9262,8,No,16,80,1,10,1,1,0,0,0,Bachelor,High,High,Low,Excellent,Low,Good
334,45,No,Travel_Rarely,549,Research & Development,8,Other,452,Male,75,2,Research Scientist,Married,3697,9278,9,No,14,80,2,12,3,10,9,9,8,Master,Very High,High,Very High,Excellent,Low,Better
335,40,No,Travel_Rarely,1124,Sales,1,Medical,453,Male,57,2,Sales Executive,Married,7457,13273,2,Yes,22,80,3,6,2,4,3,0,2,College,Medium,Low,Very High,Outstanding,High,Good
336,29,Yes,Travel_Rarely,318,Research & Development,8,Other,454,Male,77,1,Laboratory Technician,Married,2119,4759,1,Yes,11,80,0,7,4,7,7,0,7,Master,Medium,Low,Low,Excellent,Very High,Good
337,29,No,Travel_Rarely,738,Research & Development,9,Other,455,Male,30,1,Laboratory Technician,Single,3983,7621,0,No,17,80,0,4,2,3,2,2,2,Doctor,Medium,Medium,Very High,Excellent,High,Better
338,30,No,Travel_Rarely,570,Sales,5,Marketing,456,Female,30,2,Sales Executive,Divorced,6118,5431,1,No,13,80,3,10,2,10,9,1,2,Bachelor,Very High,Medium,High,Excellent,High,Better
339,27,No,Travel_Rarely,1130,Sales,8,Marketing,458,Female,56,2,Sales Executive,Married,6214,3415,1,No,18,80,1,8,3,8,7,0,7,Master,Medium,High,Medium,Excellent,Low,Better
340,37,No,Travel_Rarely,1192,Research & Development,5,Medical,460,Male,61,2,Manufacturing Director,Divorced,6347,23177,7,No,16,80,2,8,2,6,2,0,4,College,Very High,High,Very High,Excellent,High,Good
341,38,No,Travel_Rarely,343,Research & Development,15,Life Sciences,461,Male,92,3,Research Director,Divorced,11510,15682,0,Yes,14,80,1,12,3,11,10,2,9,College,High,Medium,Very High,Excellent,Medium,Better
342,31,No,Travel_Rarely,1232,Research & Development,7,Medical,462,Female,39,3,Manufacturing Director,Single,7143,25713,1,Yes,14,80,0,11,2,11,9,4,10,Master,High,High,Very High,Excellent,High,Good
343,29,No,Travel_Rarely,144,Sales,10,Marketing,463,Female,39,2,Sales Executive,Divorced,8268,11866,1,Yes,14,80,2,7,2,7,7,1,7,Below College,Very High,Medium,Medium,Excellent,Low,Better
344,35,No,Travel_Rarely,1296,Research & Development,5,Technical Degree,464,Male,62,3,Manufacturing Director,Single,8095,18264,0,No,13,80,0,17,5,16,6,0,13,Master,High,High,Medium,Excellent,Very High,Better
345,23,No,Travel_Rarely,1309,Research & Development,26,Life Sciences,465,Male,83,1,Research Scientist,Divorced,2904,16092,1,No,12,80,2,4,2,4,2,0,2,Below College,High,High,Very High,Excellent,High,Good
346,41,No,Travel_Rarely,483,Research & Development,6,Medical,466,Male,95,2,Manufacturing Director,Single,6032,10110,6,Yes,15,80,0,8,3,5,4,1,2,Bachelor,Very High,Medium,Medium,Excellent,Very High,Better
347,47,No,Travel_Frequently,1309,Sales,4,Medical,467,Male,99,2,Sales Representative,Single,2976,25751,3,No,19,80,0,5,3,0,0,0,0,Below College,Medium,High,High,Excellent,Low,Better
348,42,No,Travel_Rarely,810,Research & Development,23,Life Sciences,468,Female,44,4,Research Director,Single,15992,15901,2,No,14,80,0,16,2,1,0,0,0,Doctor,Low,High,Very High,Excellent,Medium,Better
349,29,No,Non-Travel,746,Sales,2,Life Sciences,469,Male,61,2,Sales Executive,Married,4649,16928,1,No,14,80,1,4,3,4,3,0,2,Bachelor,Very High,High,High,Excellent,Low,Good
350,42,No,Travel_Rarely,544,Human Resources,2,Technical Degree,470,Male,52,1,Human Resources,Divorced,2696,24017,0,Yes,11,80,1,4,5,3,2,1,0,Below College,High,High,High,Excellent,High,Better
351,32,No,Travel_Rarely,1062,Research & Development,2,Medical,471,Female,75,1,Laboratory Technician,Married,2370,3956,1,No,13,80,1,8,4,8,0,0,7,Bachelor,High,High,Medium,Excellent,High,Better
352,48,No,Travel_Rarely,530,Sales,29,Medical,473,Female,91,3,Manager,Married,12504,23978,3,No,21,80,1,15,3,0,0,0,0,Below College,Low,High,High,Outstanding,Medium,Bad
353,37,No,Travel_Rarely,1319,Research & Development,6,Medical,474,Male,51,2,Research Scientist,Divorced,5974,17001,4,Yes,13,80,2,13,2,7,7,6,7,Bachelor,High,Very High,Low,Excellent,Low,Better
354,30,No,Non-Travel,641,Sales,25,Technical Degree,475,Female,85,2,Sales Executive,Married,4736,6069,7,Yes,12,80,1,4,2,2,2,2,2,College,Very High,High,High,Excellent,Medium,Best
355,26,No,Travel_Rarely,933,Sales,1,Life Sciences,476,Male,57,2,Sales Executive,Married,5296,20156,1,No,17,80,1,8,3,8,7,7,7,Bachelor,High,High,High,Excellent,Medium,Better
356,42,No,Travel_Rarely,1332,Research & Development,2,Other,477,Male,98,2,Healthcare Representative,Single,6781,17078,3,No,23,80,0,14,6,1,0,0,0,Master,Low,Medium,Very High,Outstanding,Medium,Better
357,21,Yes,Travel_Frequently,756,Sales,1,Technical Degree,478,Female,99,1,Sales Representative,Single,2174,9150,1,Yes,11,80,0,3,3,3,2,1,2,Below College,Low,Medium,Medium,Excellent,High,Better
358,36,No,Non-Travel,845,Sales,1,Medical,479,Female,45,2,Sales Executive,Single,6653,15276,4,No,15,80,0,7,6,1,0,0,0,Doctor,Very High,High,Very High,Excellent,Medium,Better
359,36,No,Travel_Frequently,541,Sales,3,Medical,481,Male,48,3,Sales Executive,Married,9699,7246,4,No,11,80,1,16,2,13,9,1,12,Master,Low,Medium,Very High,Excellent,Low,Better
360,57,No,Travel_Rarely,593,Research & Development,1,Medical,482,Male,88,2,Healthcare Representative,Married,6755,2967,2,No,11,80,0,15,2,3,2,1,2,Master,Very High,High,High,Excellent,High,Better
361,40,No,Travel_Rarely,1171,Research & Development,10,Life Sciences,483,Female,46,1,Laboratory Technician,Married,2213,22495,3,Yes,13,80,1,10,3,7,7,1,7,Master,Very High,Very High,High,Excellent,High,Better
362,21,No,Non-Travel,895,Sales,9,Medical,484,Male,39,1,Sales Representative,Single,2610,2851,1,No,24,80,0,3,3,3,2,2,2,College,Low,High,Very High,Outstanding,High,Good
363,33,Yes,Travel_Rarely,350,Sales,5,Marketing,485,Female,34,1,Sales Representative,Single,2851,9150,1,Yes,13,80,0,1,2,1,0,0,0,Bachelor,Very High,High,High,Excellent,Medium,Better
364,37,No,Travel_Rarely,921,Research & Development,10,Medical,486,Female,98,1,Laboratory Technician,Married,3452,17663,6,No,20,80,1,17,3,5,4,0,3,Bachelor,High,High,Low,Outstanding,Medium,Better
365,46,No,Non-Travel,1144,Research & Development,7,Medical,487,Female,30,2,Manufacturing Director,Married,5258,16044,2,No,14,80,0,7,2,1,0,0,0,Master,High,High,High,Excellent,High,Best
366,41,Yes,Travel_Frequently,143,Sales,4,Marketing,488,Male,56,2,Sales Executive,Single,9355,9558,1,No,18,80,0,8,5,8,7,7,7,Bachelor,Low,High,Medium,Excellent,High,Better
367,50,No,Travel_Rarely,1046,Research & Development,10,Technical Degree,491,Male,100,3,Healthcare Representative,Single,10496,2755,6,No,15,80,0,20,2,4,3,1,3,Bachelor,Very High,Medium,Very High,Excellent,Very High,Better
368,40,Yes,Travel_Rarely,575,Sales,22,Marketing,492,Male,68,2,Sales Executive,Married,6380,6110,2,Yes,12,80,2,8,6,6,4,1,0,College,High,Medium,High,Excellent,Low,Better
369,31,No,Travel_Rarely,408,Research & Development,9,Life Sciences,493,Male,42,1,Research Scientist,Single,2657,7551,0,Yes,16,80,0,3,5,2,2,2,2,Master,High,Medium,Medium,Excellent,Very High,Better
370,21,Yes,Travel_Rarely,156,Sales,12,Life Sciences,494,Female,90,1,Sales Representative,Single,2716,25422,1,No,15,80,0,1,0,1,0,0,0,Bachelor,High,Very High,Medium,Excellent,Very High,Better
371,29,No,Travel_Rarely,1283,Research & Development,23,Life Sciences,495,Male,54,1,Research Scientist,Single,2201,18168,9,No,16,80,0,6,4,3,2,1,2,Bachelor,Very High,High,Very High,Excellent,Very High,Better
372,35,No,Travel_Rarely,755,Research & Development,9,Life Sciences,496,Male,97,2,Healthcare Representative,Single,6540,19394,9,No,19,80,0,10,5,1,1,0,0,Master,High,Medium,Medium,Excellent,High,Better
373,27,No,Travel_Rarely,1469,Research & Development,1,Medical,497,Male,82,1,Laboratory Technician,Divorced,3816,17881,1,No,11,80,1,5,2,5,2,0,4,College,Very High,High,Medium,Excellent,Medium,Better
374,28,No,Travel_Rarely,304,Sales,9,Life Sciences,498,Male,92,2,Sales Executive,Single,5253,20750,1,No,16,80,0,7,1,7,5,0,7,Master,Medium,High,Very High,Excellent,Very High,Better
375,49,No,Travel_Rarely,1261,Research & Development,7,Other,499,Male,31,3,Healthcare Representative,Single,10965,12066,8,No,24,80,0,26,2,5,2,0,0,Bachelor,Medium,Medium,High,Outstanding,High,Better
376,51,No,Travel_Rarely,1178,Sales,14,Life Sciences,500,Female,87,2,Sales Executive,Married,4936,14862,4,No,11,80,1,18,2,7,7,0,7,College,High,High,Very High,Excellent,High,Good
377,36,No,Travel_Rarely,329,Research & Development,2,Life Sciences,501,Female,96,1,Research Scientist,Married,2543,11868,4,No,13,80,1,6,3,2,2,2,2,Bachelor,Very High,High,High,Excellent,Medium,Better
378,34,Yes,Non-Travel,1362,Sales,19,Marketing,502,Male,67,2,Sales Executive,Single,5304,4652,8,Yes,13,80,0,9,3,5,2,0,4,Bachelor,Low,Very High,Very High,Excellent,Medium,Good
379,55,No,Travel_Rarely,1311,Research & Development,2,Life Sciences,505,Female,97,4,Manager,Single,16659,23258,2,Yes,13,80,0,30,2,5,4,1,2,Bachelor,High,High,Very High,Excellent,High,Better
380,24,No,Travel_Rarely,1371,Sales,10,Marketing,507,Female,77,2,Sales Executive,Divorced,4260,5915,1,Yes,12,80,1,5,2,5,2,0,3,Master,Very High,High,High,Excellent,Very High,Best
381,30,No,Travel_Rarely,202,Sales,2,Technical Degree,508,Male,72,1,Sales Representative,Married,2476,17434,1,No,18,80,1,1,3,1,0,0,0,Below College,High,High,Medium,Excellent,Low,Better
382,26,Yes,Travel_Frequently,575,Research & Development,3,Technical Degree,510,Male,73,1,Research Scientist,Single,3102,6582,0,No,22,80,0,7,2,6,4,0,4,Below College,High,High,Low,Outstanding,High,Better
383,22,No,Travel_Rarely,253,Research & Development,11,Medical,511,Female,43,1,Research Scientist,Married,2244,24440,1,No,13,80,1,2,1,2,1,1,2,Bachelor,Low,High,Medium,Excellent,Very High,Better
384,36,No,Travel_Rarely,164,Sales,2,Medical,513,Male,61,3,Sales Executive,Married,7596,3809,1,No,13,80,2,10,2,10,9,9,0,College,Medium,Medium,High,Excellent,Medium,Better
385,30,Yes,Travel_Frequently,464,Research & Development,4,Technical Degree,514,Male,40,1,Research Scientist,Single,2285,3427,9,Yes,23,80,0,3,4,1,0,0,0,Bachelor,High,High,Very High,Outstanding,High,Better
386,37,No,Travel_Rarely,1107,Research & Development,14,Life Sciences,515,Female,95,1,Laboratory Technician,Divorced,3034,26914,1,No,12,80,1,18,2,18,7,12,17,Bachelor,Very High,High,Low,Excellent,High,Good
